800 800
60 (45.44,-73.6352) 
1 (45.70508952021676,-73.47000221602515)
1 (45.2548211973507,-73.67686783021307)
1 (45.36629290798188,-73.38008915301944)
1 (45.35141293627476,-73.59350281856653)
1 (45.579993876244025,-73.36928537861876)
1 (45.614769492207316,-73.67831856971063)
1 (45.51751996026427,-73.73954909318371)
1 (45.50654456403152,-73.71182653355112)
1 (45.28195288733363,-73.6024204769259)
1 (45.32258289782632,-73.49301349619083)
1 (45.28165937767802,-73.57579515551673)
1 (45.38525510028116,-73.423386674506)
1 (45.34369814765318,-73.71043741718668)
1 (45.47958259900007,-73.39027001168061)
1 (45.32309994583552,-73.41501665787574)
1 (45.72494040036677,-73.3350783959661)
1 (45.74575547249102,-73.31593097002356)
1 (45.73867629573129,-73.36446483963348)
1 (45.695009620187896,-73.64003773322844)
1 (45.25316070972106,-73.46877833718446)
1 (45.715048413566954,-73.34464074546966)
1 (45.2935821931818,-73.35318846033601)
1 (45.45777856374132,-73.33968969054905)
1 (45.610229540757594,-73.56212526687736)
1 (45.64413777849582,-73.25212767259072)
1 (45.2860521304353,-73.48735143289204)
1 (45.645637144163956,-73.27167825545281)
1 (45.307965756737005,-73.49402629958963)
1 (45.6174252795494,-73.69109382106903)
1 (45.398672325725464,-73.27753953940777)
1 (45.63027724360318,-73.3119926201388)
1 (45.55468724805807,-73.67668517506263)
1 (45.6556493791203,-73.42989228104643)
1 (45.5258194055297,-73.51591451377507)
1 (45.555304722305166,-73.63890302918205)
1 (45.401524074196715,-73.63094967872063)
1 (45.415001557616,-73.70777427014596)
1 (45.54035023615803,-73.54795734655565)
1 (45.640351452686346,-73.27459393877845)
1 (45.29012936361054,-73.33677507836272)
1 (45.702190978054496,-73.5874200163307)
1 (45.298603467381206,-73.44335102894617)
1 (45.27867475377294,-73.48247952441243)
1 (45.70686610932761,-73.32560029382293)
1 (45.29178584387027,-73.74030055944263)
1 (45.65129094537455,-73.47029948518298)
1 (45.47707260167998,-73.39324839201109)
1 (45.273547731579285,-73.35643390192836)
1 (45.657159480081305,-73.47541721006988)
1 (45.352857169017064,-73.65257973145555)
1 (45.31194262113456,-73.6076844947981)
1 (45.72981095125229,-73.39244663018808)
1 (45.351369214533804,-73.69696554408932)
1 (45.386884935646464,-73.56362402931332)
1 (45.70031296921919,-73.39931098052543)
1 (45.38719866298094,-73.46986740801499)
1 (45.3992963315192,-73.35147085407235)
1 (45.3501251528694,-73.38692895615131)
1 (45.40967329142861,-73.51490394521949)
1 (45.26003129577507,-73.4259796773422)
1 (45.68737505899613,-73.2999419172743)
1 (45.66272909291258,-73.6470882762431)
1 (45.35543386494116,-73.44592290380135)
1 (45.70314453999441,-73.3280149904578)
1 (45.46223886543712,-73.425589945516)
1 (45.49726121140039,-73.39074641942251)
1 (45.35984097881312,-73.41890496489319)
1 (45.51157169387184,-73.31974063789801)
1 (45.6746120387087,-73.66265957295244)
1 (45.444070557450296,-73.47176949186098)
1 (45.671176833634874,-73.7278693525331)
1 (45.56224866113307,-73.47753830069472)
1 (45.529774841631124,-73.50691878801548)
1 (45.555598900696964,-73.469930786229)
1 (45.667071902324125,-73.40677948190222)
1 (45.702819849189744,-73.64277050334512)
1 (45.73093017564805,-73.44335472885558)
1 (45.53720390388477,-73.64740740649013)
1 (45.29075803832026,-73.61510912375277)
1 (45.71762299572855,-73.57223179846964)
1 (45.52680008078018,-73.6016220734803)
1 (45.477075127638344,-73.72238521675936)
1 (45.394090284030874,-73.48455983856427)
1 (45.32593105023843,-73.62348153030614)
1 (45.29978002191956,-73.32479105939927)
1 (45.6328213264359,-73.61406867359503)
1 (45.28616572167396,-73.54997623374278)
1 (45.29252929848613,-73.56685511173201)
1 (45.55597921885799,-73.71194191985232)
1 (45.41730693787903,-73.6883926878264)
1 (45.41136730074039,-73.26250628076978)
1 (45.355705755899365,-73.4909505762805)
1 (45.30347502598574,-73.57015259634174)
1 (45.35131599704102,-73.40873315351688)
1 (45.70566083148321,-73.45805324934086)
1 (45.302733133351666,-73.6433873659199)
1 (45.43010961532853,-73.58642674178843)
1 (45.375621486020776,-73.67091324173656)
1 (45.30497334315394,-73.52906630541095)
1 (45.6479202485715,-73.42363426879879)
1 (45.317156965133876,-73.40510858718518)
1 (45.54003850322122,-73.4768021153701)
1 (45.40448076914987,-73.42271664683621)
1 (45.493311205296045,-73.61970326283493)
1 (45.55018837414703,-73.67133200271682)
1 (45.71203899053326,-73.47580313655685)
1 (45.692633273276336,-73.4635058994287)
1 (45.27711046298667,-73.35550616072479)
1 (45.71346454476583,-73.47605015113164)
1 (45.57250650352686,-73.27852827886869)
1 (45.40874620536512,-73.37335393396151)
1 (45.73991169826874,-73.5906711438019)
1 (45.37918246639062,-73.51319289669583)
1 (45.29120893046841,-73.32195577484401)
1 (45.69798484771608,-73.7372126071483)
1 (45.56380894226599,-73.38961563701157)
1 (45.52790507882847,-73.63449885552832)
1 (45.39956738077036,-73.44036772215944)
1 (45.56257112314227,-73.53725268771767)
1 (45.26446777205734,-73.55167288437644)
1 (45.2615020029474,-73.3625687551843)
1 (45.50329933868207,-73.67136463807924)
1 (45.33304028079941,-73.25367053393654)
1 (45.54123489514027,-73.56906874055004)
1 (45.294929322165046,-73.29768719417558)
1 (45.60251415009103,-73.70125375624495)
1 (45.70837586841569,-73.40516151920698)
1 (45.41536419197594,-73.25454567648008)
1 (45.33817663118683,-73.72895951772495)
1 (45.4118391580354,-73.72910798466424)
1 (45.5388508916188,-73.27710718559803)
1 (45.611437343158464,-73.25543094318671)
1 (45.604709443611775,-73.63531085946447)
1 (45.69815435735666,-73.40379248659971)
1 (45.65040345034962,-73.46052277548513)
1 (45.262057117459605,-73.54594564208317)
1 (45.307735059336764,-73.63689397224267)
1 (45.27851385056584,-73.36325547911675)
1 (45.63437492814824,-73.69981220684014)
1 (45.640891510621124,-73.36455166447048)
1 (45.63062009141086,-73.33245298343222)
1 (45.44583223984765,-73.28038049783792)
1 (45.65143884176243,-73.42237727272983)
1 (45.25414689682776,-73.43813337901875)
1 (45.28278767503957,-73.33318983573855)
1 (45.71491397278024,-73.69469667423459)
1 (45.42354847529298,-73.69812795547712)
1 (45.74554818529267,-73.70981078772286)
1 (45.377422591918034,-73.67868018009783)
1 (45.406403899629694,-73.28424417342043)
1 (45.71273149945847,-73.25194078877998)
1 (45.69490418486645,-73.66218135324544)
1 (45.492312328867825,-73.69538582811613)
1 (45.711237026269295,-73.60689139465673)
1 (45.710559517654346,-73.52711201295578)
1 (45.515336336739814,-73.70278693873811)
1 (45.4001522927806,-73.73331046730867)
1 (45.50316569450558,-73.71540107880887)
1 (45.387120959181274,-73.6728525348373)
1 (45.27924893246911,-73.45360317108717)
1 (45.5796432343707,-73.59134551189756)
1 (45.291942311697056,-73.42554197339284)
1 (45.47332509367953,-73.7038715008179)
1 (45.42811878740516,-73.66134773945534)
1 (45.743709017058336,-73.31685312397762)
1 (45.334735649105966,-73.39154307651631)
1 (45.37536559086955,-73.45509537163754)
1 (45.44618274379958,-73.32040475752666)
1 (45.74616294367305,-73.44003306546749)
1 (45.54835899850709,-73.51818732269484)
1 (45.44517158962533,-73.3295693260338)
1 (45.70310099229539,-73.47516189131566)
1 (45.353150617111375,-73.57862039702883)
1 (45.48988810591114,-73.61384143754992)
1 (45.655674428534596,-73.71258801223456)
1 (45.29567422472308,-73.54355730271699)
1 (45.49069755881452,-73.72346091161367)
1 (45.298247250157786,-73.56371902926007)
1 (45.354718206863325,-73.30010229932775)
1 (45.34369304276789,-73.37863308457958)
1 (45.70468971393669,-73.39051101707423)
1 (45.614341396411746,-73.67767371455251)
1 (45.3964421902429,-73.46444908846331)
1 (45.31999744543954,-73.65989223375617)
1 (45.694614921783675,-73.6998092050896)
1 (45.622312565074324,-73.74181911241317)
1 (45.57396342743782,-73.6554510482641)
1 (45.619824689525096,-73.58125591614349)
1 (45.407393499018724,-73.316965683008)
1 (45.4794987298487,-73.6782725964349)
1 (45.40218735781887,-73.70993298794896)
1 (45.69952361045181,-73.67741796958094)
1 (45.30262605519345,-73.56771726488074)
1 (45.52767309862396,-73.59231980661964)
1 (45.4245748019769,-73.31770192998512)
1 (45.739713522652025,-73.50539351410714)
1 (45.52558669927689,-73.41109435533161)
1 (45.30314213189442,-73.36129655450945)
1 (45.34269342430106,-73.2670376963558)
1 (45.412965798032744,-73.27305852976043)
1 (45.34928967105851,-73.33174678353647)
1 (45.48828026786321,-73.29448520814377)
1 (45.392381624097645,-73.4677407536108)
1 (45.461086312422516,-73.38147719319187)
1 (45.37195766413183,-73.58697549604528)
1 (45.572079563660374,-73.26832238815815)
1 (45.51535325327266,-73.62478446233648)
1 (45.412076825070706,-73.72281410522268)
1 (45.58121980355402,-73.61901696630446)
1 (45.61229236711069,-73.61621472252074)
1 (45.50007094951606,-73.31061833092687)
1 (45.39185344009348,-73.45062787651446)
1 (45.52136755606387,-73.31812708001699)
1 (45.61674511299761,-73.42725971846392)
1 (45.39071656869248,-73.55916931870928)
1 (45.610800263370436,-73.31434342327654)
1 (45.424996576931704,-73.69701154418826)
1 (45.68640136943427,-73.2831684581296)
1 (45.58808657615698,-73.47958800064768)
1 (45.73023643731376,-73.52469941410139)
1 (45.295362685642054,-73.41214956781904)
1 (45.68775234377196,-73.33768718766139)
1 (45.69124057895197,-73.26278647848994)
1 (45.438874544079354,-73.49196805221474)
1 (45.550780089966594,-73.44255767955441)
1 (45.34711282092028,-73.5178144280309)
1 (45.25373127211125,-73.3288149511649)
1 (45.69434870492801,-73.65374386147369)
1 (45.4673899574959,-73.61154073199863)
1 (45.284400806839095,-73.5011107332109)
1 (45.253243679278704,-73.73812368400897)
1 (45.709890243371596,-73.48409851511336)
1 (45.28162745791281,-73.51197669350881)
1 (45.628978905955925,-73.49839773515819)
1 (45.69847203909861,-73.3647574721676)
1 (45.391229318043386,-73.65089847615832)
1 (45.43871546820828,-73.27068235540905)
1 (45.48513558978501,-73.7461435900436)
1 (45.42206231816816,-73.70452928932247)
1 (45.553800419004546,-73.66308232831143)
1 (45.59851293373725,-73.46240668582251)
1 (45.63978453078787,-73.48783148381776)
1 (45.733448541821446,-73.56622003455054)
1 (45.37532996578781,-73.72469474132541)
1 (45.63504619279942,-73.35899875317246)
1 (45.529960035817,-73.59860822586874)
1 (45.73041100921728,-73.26885134786255)
1 (45.66388414303428,-73.38747389379029)
1 (45.49105117941158,-73.57429708093483)
1 (45.61268671220449,-73.38250971924556)
1 (45.693184654780666,-73.34307826194083)
1 (45.646454999682796,-73.468789196759)
1 (45.37385482313187,-73.54028730081377)
1 (45.404801620629215,-73.44656017601552)
1 (45.609945425029835,-73.60974854513998)
1 (45.60816310030471,-73.57672629388148)
1 (45.403923638833994,-73.62507499200026)
1 (45.58530688018626,-73.43104209347274)
1 (45.507503145180166,-73.38367579756816)
1 (45.33715463905956,-73.45911610323836)
1 (45.45240770980779,-73.57822064446518)
1 (45.677830901561286,-73.2502336623253)
1 (45.38602862907306,-73.42567291316894)
1 (45.45527136819439,-73.26830488772025)
1 (45.52900809806212,-73.36398346630918)
1 (45.455776470778495,-73.37291056669861)
1 (45.681643473293335,-73.64089302550038)
1 (45.339571270188564,-73.70846207816582)
1 (45.70649596343786,-73.3180210215497)
1 (45.337733617280904,-73.54690919353496)
1 (45.305700441760145,-73.39652457620862)
1 (45.464778269587654,-73.4072228994345)
1 (45.6932112950216,-73.4380916158074)
1 (45.66573558194396,-73.74704782752168)
1 (45.43458269166527,-73.70688765742031)
1 (45.62173891735345,-73.72846252735219)
1 (45.289869637050735,-73.49430620393099)
1 (45.38393589701234,-73.50070300931532)
1 (45.34884991468166,-73.40897822607276)
1 (45.59196438475171,-73.61799876337601)
1 (45.59200467927302,-73.51947667369312)
1 (45.26028472592275,-73.6203376965243)
1 (45.74555949902999,-73.32650724082329)
1 (45.48333574803382,-73.449019988444)
1 (45.42437506787407,-73.61510753664085)
1 (45.418782620289,-73.74727831953587)
1 (45.57259095396399,-73.295481576602)
1 (45.55705068114148,-73.7090354163835)
1 (45.61866334791426,-73.38357777965071)
1 (45.57488976378116,-73.48603734557261)
1 (45.55880146011851,-73.29937348060177)
1 (45.50088980963706,-73.74514433756359)
1 (45.37079533005842,-73.67205972573284)
1 (45.491668886251816,-73.28347853619651)
1 (45.7388410592273,-73.33692562221012)
1 (45.72888074250576,-73.65942144394559)
1 (45.539207975079094,-73.68872185507433)
1 (45.299239921566844,-73.58212144086566)
1 (45.39645522371979,-73.52063845224824)
1 (45.41243785994357,-73.32121488523929)
1 (45.37039380206933,-73.4267625056469)
1 (45.44512458876826,-73.65188231548663)
1 (45.47510318186823,-73.2789868234387)
1 (45.57305617552583,-73.33815412124146)
1 (45.263050066582785,-73.7068211324228)
1 (45.668058951400056,-73.37954810169984)
1 (45.62972000349003,-73.4104127476547)
1 (45.69163722048491,-73.70266432064729)
1 (45.307160874824504,-73.52331425686565)
1 (45.51285216070184,-73.67028047330183)
1 (45.71845067659028,-73.61214113383896)
1 (45.41452509340358,-73.70578425592738)
1 (45.45934014855927,-73.25524272241017)
1 (45.5288694188745,-73.49044679788338)
1 (45.65818412407007,-73.48186540822222)
1 (45.561330924800856,-73.5850845451436)
1 (45.34076381175208,-73.67701739877347)
1 (45.41971739419987,-73.45607480774564)
1 (45.69271547656712,-73.36534990915825)
1 (45.26462373972925,-73.74848303755974)
1 (45.26901916948667,-73.579849969438)
1 (45.53671011304269,-73.74622805541595)
1 (45.74736464368671,-73.29799582036931)
1 (45.69656588217896,-73.2907544062617)
1 (45.26019964528596,-73.6892557849616)
1 (45.733693452483465,-73.49559875783598)
1 (45.66887925754548,-73.66341770255728)
1 (45.46257124145265,-73.39453061425793)
1 (45.36257303737002,-73.43921572565408)
1 (45.7258065529085,-73.6956151306205)
1 (45.274450220875934,-73.56707736109752)
1 (45.367064179810775,-73.58258926139567)
1 (45.30815132213967,-73.53854378432888)
1 (45.71975791295234,-73.50835997664716)
1 (45.25866787028435,-73.29802193468157)
1 (45.38141750213404,-73.66322666110278)
1 (45.59349025855366,-73.64000745050568)
1 (45.708194683559505,-73.27259743293531)
1 (45.632246990634954,-73.62677311026412)
1 (45.26914750473862,-73.58551244939976)
1 (45.72604683286327,-73.29774747638704)
1 (45.44574301669297,-73.35620474810715)
1 (45.491348747032745,-73.56241441251045)
1 (45.448444172144534,-73.29622275028055)
1 (45.49742268188849,-73.27354427362287)
1 (45.74929764645476,-73.38430593851045)
1 (45.541327632542,-73.56692323095545)
1 (45.297114756373226,-73.5652485993237)
1 (45.2698216199811,-73.62747748765857)
1 (45.390138986554504,-73.74740428097758)
1 (45.42373159124485,-73.59979476031347)
1 (45.73001879639887,-73.62127664590723)
1 (45.387049419034724,-73.403525816141)
1 (45.470455642494734,-73.66881040461828)
1 (45.52038351536018,-73.7410043718638)
1 (45.50407269684541,-73.31453888431757)
1 (45.446383955511436,-73.59565388267414)
1 (45.30185055907858,-73.48566292099477)
1 (45.53337204878426,-73.51535568448301)
1 (45.330902061389594,-73.39842843785135)
1 (45.292643832866595,-73.45493299770499)
1 (45.428409033159625,-73.67283850036252)
1 (45.264780041059744,-73.41626086442508)
1 (45.50221977702753,-73.39677807541953)
1 (45.720783589616396,-73.5732428227226)
1 (45.56190650304051,-73.51404816568771)
1 (45.64497861021163,-73.50200019517781)
1 (45.358008160148906,-73.39859856298419)
1 (45.4983437020125,-73.55410063171523)
1 (45.32173445247331,-73.69941679780607)
1 (45.683315035521964,-73.31250785255291)
1 (45.55258307489476,-73.49707350326007)
1 (45.44408340588661,-73.4561651525407)
1 (45.29712238909729,-73.50384261970878)
1 (45.64002256906724,-73.72973055008413)
1 (45.69861831611656,-73.46460771013197)
1 (45.424124490750074,-73.56996193174946)
1 (45.57423412723336,-73.57543363469392)
1 (45.34318030140861,-73.27960621713348)
1 (45.59420834995153,-73.63072590160552)
1 (45.25193427325042,-73.46337683671169)
1 (45.49571642055276,-73.73831779754488)
1 (45.69955115908283,-73.74870925184521)
1 (45.36304739513315,-73.30461859010369)
1 (45.60347571308032,-73.60646494033655)
1 (45.545278200616174,-73.58912386739719)
1 (45.57312629221881,-73.36360952252377)
1 (45.462803247250626,-73.45913211411475)
1 (45.683852986474164,-73.26112128675076)
1 (45.37487837366861,-73.54142976988388)
1 (45.33020376228951,-73.65599179741072)
1 (45.64176364653709,-73.26799958197036)
1 (45.50678046176129,-73.69616072734539)
1 (45.61710039070803,-73.34747543584749)
1 (45.47482991125863,-73.51158260879909)
1 (45.54883360257633,-73.46310968293506)
1 (45.273203358583515,-73.66335351554768)
1 (45.25029176300523,-73.50143677657061)
1 (45.42343127370326,-73.27593132459239)
1 (45.32696159199162,-73.3536102444199)
1 (45.460398083674804,-73.44496356287972)
1 (45.40904653320192,-73.30355794535232)
1 (45.592465424347445,-73.66509232521314)
1 (45.645072889769665,-73.72364331541222)
1 (45.35788043167827,-73.65833628680436)
1 (45.65760897474742,-73.73943857891007)
1 (45.59791861886287,-73.60425521915582)
1 (45.748588035964914,-73.70050874806695)
1 (45.41144986369068,-73.3780829044915)
1 (45.368776436668604,-73.70377294864215)
1 (45.49047855704161,-73.49236990940733)
1 (45.7336047468659,-73.56005317303536)
1 (45.36169776516231,-73.51140798007081)
1 (45.47587969211519,-73.47283785306614)
1 (45.57521031618677,-73.265813432854)
1 (45.374821149434474,-73.31108109833254)
1 (45.2883080187767,-73.73712726949331)
1 (45.490418748653305,-73.7050262373479)
1 (45.48956357148462,-73.50914538117296)
1 (45.46227871887997,-73.27558516515573)
1 (45.296477939224665,-73.69392246567743)
1 (45.30293231111113,-73.62372327810385)
1 (45.338539244336275,-73.73599885885451)
1 (45.727002794453874,-73.25659233888315)
1 (45.706787641001405,-73.47838002589738)
1 (45.40967901513732,-73.41182192311702)
1 (45.31084366933544,-73.33815377567753)
1 (45.560619042151274,-73.26042295318157)
1 (45.73484610593333,-73.38836074741953)
1 (45.3327085514953,-73.72217465767663)
1 (45.324858499101325,-73.5758394330096)
1 (45.35902381763563,-73.61515950093634)
1 (45.27204187627689,-73.72224700139839)
1 (45.6259008029794,-73.58327846855552)
1 (45.378254344521096,-73.3573132049795)
1 (45.44518658573172,-73.70212195209636)
1 (45.50372670342614,-73.31961459278644)
1 (45.484551162404884,-73.35448980341235)
1 (45.400076373336226,-73.43076220311302)
1 (45.65116261429878,-73.39214659273046)
1 (45.72616014885189,-73.40387598118068)
1 (45.601080030623095,-73.26006650780835)
1 (45.52912994285818,-73.486574870766)
1 (45.26439391628954,-73.65346516166242)
1 (45.3485432847697,-73.66244191604187)
1 (45.53444482320131,-73.40633339233968)
1 (45.36749444876958,-73.54302923575841)
1 (45.66837672113722,-73.67298128270657)
1 (45.69146962154498,-73.37494811317612)
1 (45.48583234688278,-73.56126863186697)
1 (45.382993365213544,-73.36344489047758)
1 (45.63277346790234,-73.70774086828801)
1 (45.31812145776118,-73.27509413394765)
1 (45.49821001975287,-73.35080757111214)
1 (45.259448870468844,-73.52784539432693)
1 (45.33304757524467,-73.2583936154042)
1 (45.25953964212338,-73.70664112764064)
1 (45.72231364348988,-73.40116097841658)
1 (45.61854884342366,-73.65717805975493)
1 (45.304698902421016,-73.53144223618442)
1 (45.62029499155235,-73.50911537119602)
1 (45.516650235154096,-73.33144458642646)
1 (45.66215468847571,-73.66313802908218)
1 (45.66217838361671,-73.5320764881243)
1 (45.67588941797117,-73.44376453123655)
1 (45.27409375727871,-73.37591674170692)
1 (45.408877844851915,-73.27164341337145)
1 (45.53755950766782,-73.50438876173601)
1 (45.69821498206235,-73.34531348947401)
1 (45.49265210097942,-73.29012114733746)
1 (45.32375332249139,-73.44300847133916)
1 (45.31904515900947,-73.31076808580033)
1 (45.37039881101374,-73.56006656327953)
1 (45.732983216725586,-73.57023148696265)
1 (45.26483816891379,-73.68686169268538)
1 (45.39438775640292,-73.71726959480857)
1 (45.2773622289162,-73.6059030705444)
1 (45.73023876611615,-73.38989477651444)
1 (45.29556321294194,-73.64485549189466)
1 (45.729300791769596,-73.42675610643896)
1 (45.583422144864784,-73.3647130743374)
1 (45.55281317067699,-73.53387046677389)
1 (45.5366660604814,-73.68921473823784)
1 (45.73594002978491,-73.5766088126774)
1 (45.63326266372147,-73.4928202006069)
1 (45.325576382593844,-73.48276198280094)
1 (45.35653351313726,-73.66017056353165)
1 (45.511532340174945,-73.29280395966978)
1 (45.337605318493864,-73.60993833090615)
1 (45.660168406134524,-73.67813770477336)
1 (45.323781567409945,-73.7403267143644)
1 (45.652230412192985,-73.2671523969811)
1 (45.3299058855625,-73.70220919377492)
1 (45.55993367488252,-73.37233827370441)
1 (45.470900997612354,-73.33900503563092)
1 (45.47227139399945,-73.6994987558649)
1 (45.50540588741327,-73.54986757852515)
1 (45.69207350352533,-73.34226696208424)
1 (45.54279690749283,-73.73461715464454)
1 (45.5835176207406,-73.32167729740549)
1 (45.67886697880092,-73.36508113918416)
1 (45.544594655989705,-73.6214601456516)
1 (45.529050004111696,-73.59810914265921)
1 (45.415457567181704,-73.59502120876284)
1 (45.72231634707721,-73.70051162037657)
1 (45.610632155535136,-73.27973463496761)
1 (45.40372807208827,-73.39552599582687)
1 (45.380745080656716,-73.54822221329435)
1 (45.66913121457618,-73.56414438721693)
1 (45.36772450898259,-73.65470883221727)
1 (45.62157555450296,-73.54274296201746)
1 (45.51635513077302,-73.59733741806923)
1 (45.39579052536131,-73.5509331543239)
1 (45.44461951166818,-73.3144944830865)
1 (45.54440943172391,-73.56041040278987)
1 (45.55543410555615,-73.56474029807765)
1 (45.61762208676644,-73.67680679975352)
1 (45.49318852590209,-73.40585601521751)
1 (45.59654959874084,-73.35215919086426)
1 (45.5099227824397,-73.48881252830886)
1 (45.559873110199256,-73.47558502857713)
1 (45.40802775342483,-73.41713425171653)
1 (45.57311163052698,-73.6041134925714)
1 (45.46903022357746,-73.69117378279212)
1 (45.290432380661166,-73.29434999169347)
1 (45.661324197200905,-73.26023137573289)
1 (45.64999039305677,-73.67875776799144)
1 (45.443636496640224,-73.4432462005994)
1 (45.32553224904681,-73.59782041225931)
1 (45.64556476971194,-73.45095415437551)
1 (45.269362378324374,-73.25120493139013)
1 (45.71170260095952,-73.44895039575947)
1 (45.74475834512605,-73.46727541100958)
1 (45.541666462881544,-73.54201202603964)
1 (45.69953494904454,-73.31091247113703)
1 (45.74476551880717,-73.73533005753413)
1 (45.676695372910004,-73.35457473558814)
1 (45.35510586915586,-73.33796725685028)
1 (45.69297062842576,-73.52689345308755)
1 (45.420596618936024,-73.41790173115938)
1 (45.641537031590055,-73.52682225360971)
1 (45.387626017300825,-73.29643378147088)
1 (45.29131465422491,-73.34946929229501)
1 (45.35210152961103,-73.68252694843656)
1 (45.36198805494774,-73.51221965671756)
1 (45.537098764011425,-73.39482169929074)
1 (45.45125367542845,-73.59661113880311)
1 (45.287539562969926,-73.70060341376008)
1 (45.278786773777696,-73.7326572688854)
1 (45.44312081292724,-73.61692437279032)
1 (45.290034030561245,-73.64791672885792)
1 (45.662140863821826,-73.56937209831744)
1 (45.632176034033925,-73.3835887385898)
1 (45.62092153881969,-73.58864481225048)
1 (45.37446745989125,-73.74426968512518)
1 (45.50619939825065,-73.7441372572471)
1 (45.59565075975769,-73.4967365192775)
1 (45.35116064011656,-73.26715849104549)
1 (45.602252560145914,-73.26622796451504)
1 (45.539719891801944,-73.30419609955531)
1 (45.57331033249867,-73.49617513009568)
1 (45.718193868309726,-73.46280913784989)
1 (45.34944000909701,-73.73918851543152)
1 (45.408696784190944,-73.26927512930276)
1 (45.397143700033325,-73.4333388740665)
1 (45.314384861136794,-73.34803471332896)
1 (45.68286970844258,-73.68837489892788)
1 (45.64310352265215,-73.55826984688395)
1 (45.28557558353255,-73.46150106900411)
1 (45.2530412573022,-73.48262022567653)
1 (45.56140798782652,-73.34169473814462)
1 (45.54167004852677,-73.557084877339)
1 (45.54960169970788,-73.4852715093338)
1 (45.257553205310224,-73.25957431317285)
1 (45.574812992347375,-73.55351402990864)
1 (45.313526840186384,-73.6373712927518)
1 (45.65784134101116,-73.29565923273756)
1 (45.719312432999416,-73.55092648281965)
1 (45.39405634796827,-73.69739497052821)
1 (45.43179345257087,-73.3429579833327)
1 (45.39683518943889,-73.37624719430195)
1 (45.741989830163526,-73.70774192204925)
1 (45.731929245805944,-73.65084431848646)
1 (45.27918984565854,-73.33577408638354)
1 (45.4879166809391,-73.44102602267547)
1 (45.314749945541635,-73.44365067943266)
1 (45.73776113284302,-73.37011912115727)
1 (45.290748468223406,-73.5680591601051)
1 (45.64698501576401,-73.63943349443875)
1 (45.38198030958452,-73.50618811275683)
1 (45.37507898985407,-73.42813675746476)
1 (45.42370532586763,-73.52265813007125)
1 (45.698507785314376,-73.73914669630378)
1 (45.70211375703713,-73.4152435158803)
1 (45.45603543996883,-73.26353594852247)
1 (45.40964818222349,-73.7381978182646)
1 (45.48008162746855,-73.4721738428966)
1 (45.51312194014102,-73.42291379666025)
1 (45.63143386610372,-73.26393598247112)
1 (45.36899986526761,-73.71094192976068)
1 (45.39887871330396,-73.60479237328742)
1 (45.64725805375964,-73.72405895717252)
1 (45.26017839697997,-73.68144055595624)
1 (45.492914958027015,-73.64012139263744)
1 (45.62630743622583,-73.66688049891357)
1 (45.36262703401101,-73.32185653536536)
1 (45.706977293861996,-73.25343363865251)
1 (45.62266796110397,-73.35853690012004)
1 (45.54221531875258,-73.65118888193871)
1 (45.28416115112773,-73.32765147252076)
1 (45.742127407744874,-73.27671372229779)
1 (45.68161102375966,-73.66523056916401)
1 (45.66496224347688,-73.36809934474739)
1 (45.47157940341507,-73.34939874075296)
1 (45.34220822049771,-73.25801372280763)
1 (45.53977930490678,-73.65202351605804)
1 (45.42869225069465,-73.51641757646605)
1 (45.25690853244452,-73.49799516884094)
1 (45.315513374385205,-73.63895316142936)
1 (45.51622232524672,-73.49071634148065)
1 (45.294131826681756,-73.40574658447215)
1 (45.6191439955728,-73.41579771494261)
1 (45.301047901725845,-73.46846966626342)
1 (45.34913910740572,-73.52274929951503)
1 (45.304243085298104,-73.64098791266217)
1 (45.48862898041939,-73.60662476232365)
1 (45.314919204395025,-73.2707765653974)
1 (45.58889549138275,-73.36811901267075)
1 (45.3210596514149,-73.4545173260115)
1 (45.498729525446464,-73.72153755626313)
1 (45.64294999120653,-73.73189345279341)
1 (45.49400163450511,-73.64534875701159)
1 (45.30503363021841,-73.74658199437269)
1 (45.32738388715349,-73.32969844395083)
1 (45.50334129366107,-73.70279666581169)
1 (45.63512784851109,-73.26930898199758)
1 (45.62322166832627,-73.26946599797945)
1 (45.39610438566858,-73.57860300201068)
1 (45.52821356320427,-73.39223649218148)
1 (45.53723684628564,-73.66868513011855)
1 (45.49763825607642,-73.26597094545944)
1 (45.319009656907255,-73.52298266503628)
1 (45.73785420517626,-73.49726799687325)
1 (45.31491063655021,-73.63988948425732)
1 (45.33010433280409,-73.74775872426332)
1 (45.619465621311804,-73.27667507760911)
1 (45.306499399858225,-73.39454238726626)
1 (45.380950098054356,-73.4292140370796)
1 (45.26491947485209,-73.4741031482361)
1 (45.35691322027646,-73.51675868260209)
1 (45.543478532270505,-73.3904056766801)
1 (45.43332533373459,-73.51002115881707)
1 (45.4756856126458,-73.5665974514579)
1 (45.431460980677166,-73.74424868255765)
1 (45.63854932327146,-73.40285165034608)
1 (45.550555071081305,-73.39676902421313)
1 (45.28761054540213,-73.57036439680525)
1 (45.458820700754984,-73.5806511067352)
1 (45.34525171911613,-73.32337597211814)
1 (45.35059305644253,-73.71266854892127)
1 (45.37161924078235,-73.64731604894303)
1 (45.733164172485644,-73.25467196787986)
1 (45.40110871770546,-73.68177821620709)
1 (45.29329972068096,-73.60276893396068)
1 (45.371601243937086,-73.46200988706576)
1 (45.42047922995895,-73.3083782375825)
